Contrasts	Context
ʁ n	['ɔ,i', 'i,i', 'u,ə', 't,ɛ', 'ɔ,ɔ', 'ə,u', 't,e', 't,u', 'i,ɛ', 'ɔ,d', 'ɔ,s', 'ə,ə', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'i,k', 'e,ɔ', 'ɛ,p', 't,ə', 'e,u', 'ɛ,i', 'i,e', 'a,o', 'v,ɛ', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'd,a', 'a,ɛ', 'ø,ɛ', 'ɛ,t', 'v,i', 'e,ə', 'ə,i', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'ɛ,f', 'ə,ɔ', 't,ɔ', 'u,ɔ', 'ə,e', 'ɛ,v', 'ɔ,a', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u', 'ɛ,s']
ʒ f	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'e,u', 'i,e', 'u,i', 'ə,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'ɔ,ɛ', 'e,a', 'e,i', 'ə,e', 'i,ə', 'e,ɛ', 'a,i', 'a,a']
ʒ l	['ɔ,i', 'i,i', 'b,ɛ', 'i,ɛ', 'ə,ə', 'a,s', 'i,a', 'a,ə', 'a,e', 'a,d', 'i,e', 'ə,ɛ', 'a,ɛ', 'a,œ', 'e,ə', 'ə,i', 'u,e', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɔ,e', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'a,i', 'e,e', 'a,a', 'a,t']
ʒ n	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,u', 'i,e', 'ə,ɛ', 'a,ɛ', 'a,œ', 'k,u', 'e,ə', 'ə,i', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
ʒ p	['ɔ,i', 'i,i', 'ə,u', 'œ̃,ə', 'a,ø', 't,u', 'i,ɛ', 'o,ø', 'ə,ə', 'a,u', 'i,a', 'a,e', 's,e', 'œ̃,ɛ', 'e,u', 'a,d', 'u,i', 'a,o', 'ə,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,a', 'œ̃,ø', 'e,i', 'ə,ø', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'e,e', 'a,a']
ʒ ʁ	['ɔ,i', 'i,i', 'ə,u', 'œ̃,ə', 't,u', 'i,ɛ', 'o,ɛ', 'e,ø', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'u,ø', 'a,e', 's,e', 'e,u', 'a,d', 'i,e', 'u,i', 'ə,ɛ', 'a,ɛ', 'k,u', 'e,ə', 'ə,i', 'u,e', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ɡ,ɛ', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a', 'a,t']
v n	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'i,ɛ', 'ə,ə', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'u,u', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u']
v p	['ɔ,i', 'i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'u,ɛ', 'e,u', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'ə,i', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,i', 'ə,ø', 'ə,ɔ', 'a,ɔ', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
v ʁ	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'a,o', 'ø,i', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'k,u', 'ə,i', 'u,e', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
b f	['ɔ,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'e,u', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'a,ɔ', 'a,i', 'a,a']
b l	['ɔ,i', 'ɔ,t', 'i,ɛ', 'ə,ə', 'a,s', 'e,a', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
b ʁ	['ɔ,i', 'ə,u', 'ɔ,t', 'ɔ,s', 'ə,ə', 'a,s', 'e,a', 'i,a', 'a,ə', 'ɔ,ʒ', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'e,o', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
v f	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'i,ɛ', 'o,ɛ', 'ə,ə', 'e,a', 'i,a', 'e,ɔ', 'u,ɛ', 'i,e', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'a,a']
v l	['ɔ,i', 'i,i', 'u,ə', 'e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'ə,a', 'i,d', 'ɛ,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a']
m ʁ	['ɔ,i', 'i,i', 'u,ə', 't,ɛ', 'ə,u', 't,e', 'ɔ,t', 't,u', 'i,ɛ', 'o,ɛ', 'ɔ,d', 'ɔ,s', 'ə,ə', 'ɛ,ɔ', 'ɔ,p', 'a,s', 'e,a', 'a,u', 'ɛ,b', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'a,d', 'ɛ,i', 'i,e', 'o,ə', 'i,s', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'o,a', 'a,ɛ', 'ɛ,t', 'd,i', 'o,i', 'ə,i', 'u,a', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'a,k', 'ɔ,e', 'ɛ,a', 'd,ɛ', 'e,i', 'ɔ,b', 'ə,ɔ', 't,ɔ', 'ə,e', 'ɔ,a', 'ɔ,o', 'a,ɔ', 'i,ə', 'ɛ,o', 'e,ɛ', 'k,i', 'a,i', 'ɛ,e', 'ø,a', 'e,e', 'a,a', 'ɔ,k', 'ɛ,u', 'ɛ,s']
k f	['i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'e,ɔ', 's,a', 'i,e', 'u,i', 's,ɛ', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'ə,a', 'ɛ,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'i,ə', 'a,i', 'a,a', 's,ɔ']
k l	['i,i', 'ɔ,t', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 'i,a', 'a,ə', 'a,e', 'i,k', 'e,ɔ', 'ɛ,p', 'u,ɛ', 's,a', 'a,d', 'ɛ,i', 'i,e', 'i,s', 'ə,ɛ', 'ə,œ', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'a,ɛ', 'ɛ,t', 'i,ʃ', 'o,i', 'e,ə', 'ə,i', 'ə,a', 'ɛ,k', 'i,d', 'ɔ,e', 'u,u', 'ɛ,a', 'e,i', 's,ə', 'ɛ,f', 'ə,ɔ', 'ɛ,ə', 'ɔ,a', 'a,ɔ', 'i,u', 'i,ə', 'e,ɛ', 'k,i', 'a,i', 'a,a', 'a,t', 'ɛ,u', 'ɛ,s', 'ɛ,œ̃', 'i,f']
m f	['ɔ,i', 'i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'e,ɔ', 's,ɛ', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'ø,ɛ', 'o,i', 'ə,i', 'ə,a', 'ɔ,ɛ', 'ɛ,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 't,ɔ', 'ə,e', 'a,ɔ', 'a,i', 'a,a']
f s	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'i,k', 'e,ɔ', 'u,ɛ', 'i,e', 's,ɛ', 'ə,ɛ', 'ə,œ', 'ə,o', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'ə,a', 'ɔ,ɛ', 'ɛ,a', 'e,i', 'i,ɔ', 'ə,ɔ', 't,ɔ', 'ə,e', 'i,ə', 'a,i', 'a,a']
l s	['ɔ,i', 'i,i', 'u,ə', 'b,ɛ', 'a,ø', 'ɔ,t', 'k,ə', 'ɛ,e', 'i,ɛ', 'a,p', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'a,ə', 'a,e', 'i,k', 'ɛ,p', 'u,ɛ', 'b,ɔ', 'a,d', 'ɛ,i', 'i,e', 'a,o', 'o,ə', 'ə,ɛ', 'ə,œ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'a,ɛ', 'ɛ,t', 'a,œ', 'o,i', 'e,ə', 'ə,i', 'u,e', 'k,e', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'a,k', 'ɔ,e', 'ɛ,a', 'i,p', 'e,i', 'i,ɔ', 'ə,ɔ', 'ə,e', 'ɛ,ə', 'ɛ,œ', 'a,ɔ', 'ʒ,ə', 'k,ɛ', 'i,ə', 'ɛ,o', 'e,ɛ', 'k,i', 'a,i', 'e,e', 'a,a', 'a,t', 'b,k', 'ɛ,u', 'ɛ,s', 'i,f']
p s	['ɔ,i', 'i,i', 'ə,u', 'a,ø', 'ɔ,t', 'e,ɛ', 'i,ɛ', 'e,ø', 'ə,ə', 'e,a', 'a,u', 'i,a', 'œ̃,a', 'a,e', 'u,ɛ', 'œ̃,ɛ', 'e,u', 'a,d', 'i,e', 'u,i', 'a,o', 's,ɛ', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ɛ,t', 'a,œ', 'o,i', 'u,e', 'u,a', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ø', 'ə,ɔ', 'ə,e', 's,i', 'a,ɔ', 'i,u', 'ɛ,o', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'a,t', 'ɛ,u', 'ɛ,s']
b s	['ɔ,i', 'ə,u', 'ɔ,t', 'e,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,ɔ', 'ə,e', 'œ̃,i', 'a,ɔ', 'i,u', 'a,i', 'a,a']
s t	['ɔ,i', 'i,i', 't,ɛ', 'ə,u', 'i,ɛ', 'u,p', 'ə,ə', 'ɛ,ɔ', 'e,a', 'u,s', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'o,ɔ', 'ɛ,p', 'u,ɛ', 's,e', 'œ̃,ɛ', 'e,u', 'a,d', 'ɛ,i', 'i,e', 'a,o', 'i,o', 's,ɛ', 'ə,ɛ', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'a,ɛ', 'ɛ,t', 'a,œ', 'o,i', 'ə,i', 'u,e', 'u,a', 'k,e', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 'i,p', 'ə,ɔ', 'ə,e', 'ɛ,œ', 'ɛ,v', 's,i', 'a,ɔ', 'k,ɛ', 'i,u', 'ɛ,o', 'e,ɛ', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u', 'i,f']
t s	['ɔ,i', 'i,i', 't,ɛ', 'ə,u', 'e,ɛ', 'i,ɛ', 'u,p', 'ə,ə', 'ɛ,ɔ', 'e,a', 'u,s', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'o,ɔ', 'ɛ,p', 'u,ɛ', 's,e', 'œ̃,ɛ', 'e,u', 'a,d', 'ɛ,i', 'i,e', 'a,o', 'i,o', 's,ɛ', 'ə,ɛ', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'a,ɛ', 'ɛ,t', 'a,œ', 'o,i', 'ə,i', 'u,e', 'u,a', 'k,e', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 'i,p', 'ə,ɔ', 'ə,e', 'ɛ,œ', 'ɛ,v', 's,i', 'a,ɔ', 'k,ɛ', 'i,u', 'ɛ,o', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u', 'i,f']
v s	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'a,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'ə,a', 'ɛ,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u']
v t	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'o,ɛ', 'a,s', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,p', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'u,o', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'u,e', 'ə,a', 'i,d', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'i,u', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e', 'ɛ,u']
b m	['ɔ,i', 'ə,u', 'ɔ,t', 'i,ɛ', 'ɔ,s', 'ə,ə', 'a,s', 'e,a', 'a,u', 'i,a', 'a,ə', 't,a', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'e,o', 'ə,ɔ', 'ə,e', 'ɔ,a', 'a,ɔ', 'a,i', 'a,a']
l m	['ɔ,i', 'i,i', 'u,ə', 'ɔ,ɔ', 'a,d', 'ɔ,t', 'i,ɛ', 'ɔ,d', 'a,p', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'ɛ,i', 'i,e', 'i,s', 'ə,ɛ', 'ə,œ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'ɛ,t', 'ə,i', 'u,a', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'a,k', 'ɔ,e', 'ɛ,a', 'e,i', 'i,ɔ', 'ə,ɔ', 'ə,e', 'ɔ,a', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'ɛ,u', 'ɛ,s']
ʒ m	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 'œ̃,ɛ', 'a,d', 'i,e', 'ə,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɛ,a', 'œ̃,u', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
ʁ m	['ɔ,i', 'i,i', 'u,ə', 't,ɛ', 'ə,u', 't,e', 'ɔ,t', 't,u', 'i,ɛ', 'o,ɛ', 'ɔ,d', 'ɔ,s', 'ə,ə', 'ɛ,ɔ', 'ɔ,p', 'a,s', 'e,a', 'a,u', 'ɛ,b', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'ɛ,p', 'a,d', 'ɛ,i', 'i,e', 'o,ə', 'i,s', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'o,a', 'a,ɛ', 'ɛ,t', 'd,i', 'o,i', 'ə,i', 'u,a', 'ə,a', 'ɛ,k', 'ɔ,ɛ', 'i,d', 'a,k', 'ɔ,e', 'ɛ,a', 'd,ɛ', 'e,i', 'ɔ,b', 'ə,ɔ', 't,ɔ', 'ə,e', 'ɔ,a', 'ɔ,o', 'a,ɔ', 'i,ə', 'ɛ,o', 'e,ɛ', 'k,i', 'a,i', 'ɛ,e', 'ø,a', 'e,e', 'a,a', 'ɔ,k', 'ɛ,u', 'ɛ,s']
f m	['ɔ,i', 'i,i', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'e,a', 'i,a', 'e,ɔ', 's,ɛ', 't,a', 'ə,ɛ', 'ə,o', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'ø,ɛ', 'o,i', 'ə,i', 'ə,a', 'ɔ,ɛ', 'ɛ,a', 'e,i', 'ə,ø', 'i,ɔ', 'ə,ɔ', 't,ɔ', 'ə,e', 'a,ɔ', 'a,i', 'a,a']
v m	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'e,a', 'a,u', 'i,a', 'a,e', 'e,ɔ', 'ɛ,i', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,i', 'ə,a', 'i,d', 'e,i', 'ə,ø', 'ə,ɔ', 'ə,e', 'k,i', 'a,i', 'ɛ,e', 'e,e', 'a,a']
ʃ s	['i,ɛ', 'ə,ə', 'i,a', 'a,e', 'u,ɛ', 'œ̃,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,e', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,e', 'ɛ,œ', 'k,ɛ', 'ɛ,e', 'e,e', 'a,a', 'a,t']
b d	['ɔ,i', 'ə,u', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,ɔ', 'ə,e', 'a,ɔ', 'a,i', 'a,a']
f d	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'i,ɛ', 'ə,ə', 'ɛ,ɔ', 'i,a', 'e,ɔ', 'u,ɛ', 'i,e', 'u,i', 's,ɛ', 'ə,ɛ', 'ɛ,ɛ', 'a,ɛ', 'ə,i', 'e,ø', 'e,a', 'e,i', 'i,ɔ', 'ə,ɔ', 't,ɔ', 'ə,e', 'i,ə', 'e,ɛ', 'a,i', 'a,a']
p d	['ɔ,i', 'i,i', 'ə,u', 'e,ø', 'ə,ə', 'e,a', 'a,u', 'i,a', 'a,e', 'ɛ,ø', 'e,ɔ', 's,e', 'œ̃,ɛ', 'e,u', 'i,e', 'u,i', 's,ɛ', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'ə,i', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'ə,ø', 'ə,ɔ', 't,ɔ', 'ə,e', 'a,ɔ', 'i,u', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'e,e', 'a,a']
v d	['ɔ,i', 'i,i', 'u,ə', 'ə,u', 'e,ɛ', 'i,ɛ', 'ə,ə', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,ɔ', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'ə,i', 'u,e', 'i,d', 'e,i', 'ə,ø', 'ə,e', 'i,u', 'a,i', 'ɛ,e', 'e,e', 'a,a', 'o,e']
ʁ d	['ɔ,i', 'i,i', 'u,ə', 't,ɛ', 'ə,u', 'œ̃,ə', 't,e', 'k,ə', 'i,ɛ', 'o,ɛ', 'ɔ,d', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 't,i', 'a,u', 'i,a', 'a,ə', 'p,ə', 'a,e', 'u,ɛ', 's,e', 't,ə', 'ɡ,e', 'e,u', 'ɛ,i', 'i,e', 'u,i', 'e,ɔ', 's,ɛ', 'ɡ,ə', 'o,ə', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'e,ə', 'ə,i', 'u,e', 'k,e', 'ɔ,ɛ', 'i,d', 'ɔ,e', 'ɛ,a', 'a,v', 'e,i', 's,ə', 'ə,ɔ', 'ə,e', 'b,ə', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'ɛ,e', 'ø,a', 'ø,e', 'e,e', 'a,a']
l ʒ	['ɔ,i', 'i,i', 'b,ɛ', 'i,ɛ', 'ə,ə', 'a,s', 'i,a', 'a,ə', 'a,e', 'a,d', 'i,e', 'ə,ɛ', 'a,ɛ', 'a,œ', 'e,ə', 'ə,i', 'u,e', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɔ,e', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'a,i', 'e,e', 'a,a', 'a,t']
m ʒ	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 'œ̃,ɛ', 'a,d', 'i,e', 'ə,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɛ,a', 'œ̃,u', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
ʁ ʒ	['ɔ,i', 'i,i', 'ə,u', 'œ̃,ə', 't,u', 'i,ɛ', 'o,ɛ', 'e,ø', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'u,ø', 'a,e', 's,e', 'e,u', 'a,d', 'i,e', 'u,i', 'ə,ɛ', 'a,ɛ', 'k,u', 'e,ə', 'ə,i', 'u,e', 'ə,a', 'ɔ,ɛ', 'a,k', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ɡ,ɛ', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a', 'a,t']
k d	['i,i', 'ə,u', 'i,ɛ', 'ɔ,d', 'ə,ə', 'ɛ,ɔ', 'a,s', 'e,a', 'a,u', 'i,a', 'a,ə', 'ø,ə', 'a,e', 'e,ɔ', 't,ə', 'e,u', 'ɛ,i', 'i,e', 'u,i', 's,ɛ', 'ø,i', 'o,ə', 'ə,ɛ', 'ɛ,ɛ', 'o,a', 'a,ɛ', 'o,i', 'e,ə', 'ə,i', 'i,d', 'ɔ,e', 'ɛ,a', 'e,i', 's,ə', 'ə,ɔ', 'ɛ,ə', 'œ̃,i', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'a,a', 'z,ə']
d ʒ	['ɔ,i', 'i,i', 'ə,u', 'a,ø', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 's,e', 'œ̃,ɛ', 'i,e', 'u,i', 'a,o', 'ə,ɛ', 'a,ɛ', 'e,ə', 'ə,i', 'u,e', 'e,ø', 'ɔ,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
f ʒ	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'e,u', 'i,e', 'u,i', 'ə,ɛ', 'a,ɛ', 'ə,i', 'ə,a', 'ɔ,ɛ', 'e,a', 'e,i', 'ə,e', 'i,ə', 'e,ɛ', 'a,i', 'a,a']
n ʒ	['ɔ,i', 'i,i', 'ə,u', 'i,ɛ', 'ə,ə', 'a,u', 'i,a', 'a,ə', 'a,e', 'e,u', 'i,e', 'ə,ɛ', 'a,ɛ', 'a,œ', 'k,u', 'e,ə', 'ə,i', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'u,u', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
ʒ d	['ɔ,i', 'i,i', 'ə,u', 'a,ø', 'i,ɛ', 'o,ɛ', 'ə,ə', 'a,s', 'a,u', 'i,a', 'a,ə', 'a,e', 's,e', 'œ̃,ɛ', 'i,e', 'u,i', 'a,o', 'ə,ɛ', 'a,ɛ', 'e,ə', 'ə,i', 'u,e', 'e,ø', 'ɔ,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ə,ø', 'ə,e', 'ɛ,ə', 'a,ɔ', 'i,ə', 'e,ɛ', 'a,i', 'e,e', 'a,a']
p ʒ	['ɔ,i', 'i,i', 'ə,u', 'œ̃,ə', 'a,ø', 't,u', 'i,ɛ', 'o,ø', 'ə,ə', 'a,u', 'i,a', 'a,e', 's,e', 'œ̃,ɛ', 'e,u', 'a,d', 'u,i', 'a,o', 'ə,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'ə,a', 'u,u', 'ɛ,a', 'e,a', 'œ̃,ø', 'e,i', 'ə,ø', 'ə,e', 'a,ɔ', 'e,ɛ', 'a,i', 'e,e', 'a,a']
